sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,service_label_original,tired_heuristic_applied,tired_heuristic_reason
train-031696,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,툴툴대는,TIRED,요즘 직장에서 업무 스트레스로 피곤하네. 직원 몇명이 그만 둬서 그 업무가 나한테 왔지.,Pro_07382,Pro_07382_00005,E11,S10_D02,ANGRY,True,fatigue+physical-context
train-036682,train,청소년,남성,학업 및 진로,해당없음,기쁨,흥분,HAPPY,오래전부터 진학하고 싶었던 대학에 합격을 했어. 진짜 공부하고 싶었던 대학이라서 속히 가고 싶어. 일단 꿈에 그리던 대학교 삶이랑 더 전문적인 공부를 하고 싶어.,Pro_00236,Pro_00236_00011,E65,S02_D02,HAPPY,False,missing-fatigue-keyword
train-027069,train,청소년,남성,학업 및 진로,해당없음,당황,열등감,SAD,친구가 나보다 성적이 잘 나왔는데 나도 모르게 내가 더 성적이 높다고 거짓말 했어. 내가 왜 그랬는지 모르겠어. 당황스러워. 사실대로 말했어. 마음이 편해지더라고. 이번에도 그래야겠다.,Pro_00225,Pro_00225_00035,E54,S02_D02,SAD,False,missing-fatigue-keyword
train-021964,train,청년,남성,대인관계,해당없음,기쁨,기쁨,TIRED,피곤한 업무를 마치고 집에 돌아오면 간단하게 술잔을 기울여줄 친구가 있어 좋아. 이럴 땐 친구를 정말 잘 사귀었다는 생각이 들어. 오늘 친구한테 고마운 마음을 담아서 선물을 줄 거야!,Pro_03591,Pro_03591_00027,E60,S04_D02,HAPPY,True,fatigue+physical-context
train-027865,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,흥분,HAPPY,오늘 내 첫째 딸 대학 합격 발표날이야. 나도 덩달아 긴장되는데 내색도 못하고 있어. 딸이 지금 엄청 긴장하고 있어. 떨어질까 봐 걱정이 많이 되나 봐. 핫초코라도 타서 가져다 줘야겠어. 조금만 기다리면 되니까 옆에서 관심을 좀 돌려야지.,Pro_07076,Pro_07076_00005,E65,S07_D02,HAPPY,False,missing-fatigue-keyword
train-048841,train,중년,여성,"재정,은퇴,노후준비",해당없음,당황,고립된,SAD,몸도 불편한데 남들보다 열심히 일해도 벌어들이는 돈은 조금밖에 안 되니 살기가 너무 힘들어. 이렇게 태어난 게 마치 벌 받는 것 같고 나 때문에 가족들까지 힘들어하니 미안할 따름이야. 최선을 다하면 언젠가는 좋은 날이 올 거라고 믿고 더욱 열심히 할 거야.,Pro_08742,Pro_08742_00015,E51,S08_D02,SAD,False,missing-fatigue-keyword
train-007372,train,청년,여성,대인관계,해당없음,기쁨,기쁨,HAPPY,제일 친한 친구가 결혼하게 돼서 기쁘다! 친구와 결혼할 사람이 착한 사람이라서 좋아.,Pro_05151,Pro_05151_00030,E60,S04_D02,HAPPY,False,missing-fatigue-keyword
train-028637,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,오늘 십 년 지기 친구들과 만나서 신나게 놀기로 했어. 십 년 동안 거의 싸운 일이 없어. 서로의 이야기를 들어주고 존중해 주다 보니 이렇게 계속 친하게 지낼 수 있었던 것 같아.,Pro_05153,Pro_05153_00020,E62,S04_D02,CALM,False,missing-fatigue-keyword
train-012259,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,신이 난,HAPPY,좋아하던 선배에게 어제 고백을 받았어! 응. 내일 함께 영화를 보러 갈 거야. 그러게 한 번 생각해 봐야겠다.,Pro_05279,Pro_05279_00036,E68,S05_D02,HAPPY,False,missing-fatigue-keyword
train-031698,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,환멸을 느끼는,ANGRY,회사를 빨리 그만두든가 해야지. 사람 사는 꼴이 말이 아니야. 항상 이런 식이야. 상사도 업무도 문제가 끊이질 않아.,Pro_08960,Pro_08960_00018,E29,S10_D02,ANGRY,False,missing-fatigue-keyword
train-029545,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,방어적인,TIRED,어제 일이 너무 많아서 야근을 했지 뭐야! 피곤해 조금 쉬고 싶어. 직장 업무 스트레스로 이러다 쓰러지지나 않을지 모르겠어.,Pro_07385,Pro_07385_00011,E14,S10_D02,ANGRY,True,fatigue+physical-context
train-033298,train,중년,남성,건강,해당없음,슬픔,눈물이 나는,TIRED,몸이 예전 같지 않고 너무 피곤하고 힘들어. 운동을 해보고 싶긴 하지만 귀찮아,Pro_07278,Pro_07278_00009,E27,S09_D02,SAD,True,fatigue+physical-context
train-024913,train,노년,남성,재정,만성질환 무,당황,부끄러운,ANXIOUS,얼마 전에 지갑을 잃어버려서 지갑이랑 카드 그리고 돈 모두 잃어버렸어. 이 나이 먹고 물건을 잃어버리다니. 너무 부끄러워. 일단 지갑을 먼저 찾고 다음에는 꼭 주머니에 넣고 다녀야겠어.,Pro_10907,Pro_10907_00027,E56,S13_D02,ANXIOUS,False,missing-fatigue-keyword
train-002552,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,노여워하는,ANGRY,회사에서 무슨 생각으로 이런 신입을 뽑은 건지 모르겠어. 지금이라도 당장 회사 그만두게 하고 싶어! 그 친구는 상사한테 대들고 일도 안 해. 어떻게 해야 할지 정말 고민돼. 너무 화가 나서 그 친구에게 직접 얘기를 해야겠어.,Pro_07389,Pro_07389_00025,E18,S10_D02,ANGRY,False,missing-fatigue-keyword
train-030625,train,청소년,여성,가족관계,해당없음,슬픔,실망한,SAD,누나한테 실망했어 누나가 이번에 나쁜 친구들을 사귀었나봐. 항상 똑바른 길로만 다니는 줄 알았는데 너무 실망이야.,Pro_01632,Pro_01632_00011,E21,S01_D02,SAD,False,missing-fatigue-keyword
train-003981,train,청년,여성,대인관계,해당없음,분노,툴툴대는,TIRED,오늘도 과장님이 회식하자고 해서 늦게 마쳤어. 정말 피곤해. 업무의 연장이잖아. 난 정시에 퇴근하고 싶은데 너무 자주 회식을 해야 해. 회식할 땐 또 잔소리 듣고 너무 힘들어.,Pro_05102,Pro_05102_00027,E11,S04_D02,ANGRY,True,fatigue+physical-context
train-004211,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,좌절한,TIRED,즘 회사에서 컴퓨터로 하는 업무가 많아져서 힘들어. 컴퓨터를 잘 다루지 못해서 업무가 늦게 처리하니 퇴근도 늦어지고 피곤해.,Pro_08943,Pro_08943_00022,E12,S10_D02,SAD,True,fatigue+physical-context
train-034902,train,노년,여성,대인관계,만성질환 무,상처,고립된,SAD,나는 그런 사람이 아닌데 마을 사람들이 나를 괴팍한 할머니로 생각해 상처 입었어. 안 그래도 혼자 지내면서 외로운데 그런 오해까지 받아 슬프네. 최대한 긍정적으로 행동하고 건강하게 살아야겠어.,Pro_11374,Pro_11374_00005,E43,S04_D02,SAD,False,missing-fatigue-keyword
train-003082,train,중년,남성,"재정,은퇴,노후준비",해당없음,당황,혼란스러운,ANXIOUS,노후준비를 어떻게 할지 혼란스러워. 그걸 잘 몰라서 한번 검색해봐야겠어.,Pro_07190,Pro_07190_00002,E59,S08_D02,ANXIOUS,False,missing-fatigue-keyword
train-027805,train,노년,남성,대인관계,만성질환 유,불안,당혹스러운,ANXIOUS,무릎 관절 수술을 받고 아들과 함께 집에 왔는데 목발이 없어졌어. 분명 차에 목발을 실었는데 어디로 간 걸까. 나중에 아들에게 부탁해서 차 시트 밑에 확인해달라고 해야겠어.,Pro_09746,Pro_09746_00007,E35,S04_D01,ANXIOUS,False,missing-fatigue-keyword
train-032991,train,청년,여성,"진로,취업,직장",해당없음,불안,스트레스 받는,ANXIOUS,업무가 너무 많아서 스트레스 받아. 사장님도 아실 거야. 직원들이 거의 매일 야근하고 몇 달마다 그만 두는데 모를 수가 없어.,Pro_05363,Pro_05363_00017,E32,S06_D02,ANXIOUS,False,missing-fatigue-keyword
train-033335,train,청년,여성,"연애,결혼,출산",해당없음,당황,고립된,SAD,친구 중에 유일하게 나만 결혼한 아기 엄마야. 그런데 친구들이 내가 아기 엄마라서 날 빼놓고 모여 놀았대. 그렇다고 모임 일정조차 나에게 숨기다니 정말 낙심했어. 아기를 두고 놀러 나갈 순 없으니까 동네 맘카페 친구들이라도 만나 육아 정보도 공유하고 수다라도 떨어야겠어.,Pro_05262,Pro_05262_00051,E51,S05_D02,SAD,False,missing-fatigue-keyword
train-003911,train,청년,여성,"진로,취업,직장",해당없음,슬픔,마비된,TIRED,며칠 동안 고생해서 작업했던 파일이 에러가 나면서 사라졌어. 복구가 가능하지 않을 수도 있어. 한순간 멍해지더라. 한순간 다 사라지다 보니 현실감이 없었어. 온몸이 마비된 것 같은 착각에 들기도 했고. 미치겠더라고. 지금은 상황을 인정하고 스스로 다독이는 중이야. 그리고 매 순간 후회하지 않으려 해. 결국 힘들고 지치는 건 나니까.,Pro_05356,Pro_05356_00007,E25,S06_D02,SAD,True,fatigue+physical-context
train-034822,train,노년,남성,"건강,죽음",만성질환 무,불안,스트레스 받는,ANXIOUS,아내가 죽고 지내는 첫 제사라 나름대로 준비를 많이 했는데 주변에서 참견을 너무 많이 해. 나도 최선을 다해 준비했는데 짜증 나게 왜들 그렇게 참견을 많이 하는지 모르겠어. 속상하니 나가서 친구들과 술 한잔하고 와야겠어.,Pro_10643,Pro_10643_00011,E32,S11_D02,ANXIOUS,False,missing-fatigue-keyword
train-006577,train,중년,여성,건강,해당없음,분노,툴툴대는,TIRED,나이를 먹는 게 참으로 서럽네. 예전과 달리 피로 해소도 늦고 잠을 자도 피곤하고 몸이 너무 힘들어. 건강식품 및 영양제를 먹는데도 건강이 안 좋아지는 게 계속 느껴져.,Pro_08822,Pro_08822_00009,E11,S09_D02,ANGRY,True,fatigue+physical-context
train-035851,train,청소년,남성,학업 및 진로,해당없음,슬픔,눈물이 나는,TIRED,열심히 공부를 했는데도 성적이 안올라. 이러다가 내가 하고 싶은 일을 할 수 없을것 같아서 너무 괴로워. 고마워. 우선 너무 피곤하니 잠부터 자고 싶어.,Pro_00198,Pro_00198_00022,E27,S02_D02,SAD,True,fatigue+physical-context
train-045592,train,청소년,남성,가족관계,해당없음,상처,"가난한, 불우한",SAD,나는 엄마밖에 없어서 아빠가 너무 보고 싶어. 가족들끼리 여행 다니는 친구들을 보면 너무 부럽고 내 처지가 너무 불행하게 느껴져. 그래도 엄마에게는 내 마음을 티 내지 않으려고 해. 엄마도 힘드시니까.,Pro_00096,Pro_00096_00003,E45,S01_D02,SAD,False,missing-fatigue-keyword
train-037973,train,노년,여성,대인관계,만성질환 유,당황,외로운,SAD,오늘 병원에 가서 혈관 검사를 하느라 엠알아이를 찍었어. 아침 일찍부터 서둘렀지. 폐소공포증이 있어 검사 받을 때 겁이 나고 식은땀이 나. 기계에 들어갈 때 눈을 꼭 감고 끝나기만 기다리는 편이야. 보호자를 옆에 두고 검사받으면 좋겠지만 방사선량이 커서 그러지도 못하고 꾹 참느라 힘들었어.,Pro_11324,Pro_11324_00030,E53,S04_D01,SAD,False,missing-fatigue-keyword
train-033206,train,청년,남성,"진로,취업,직장",해당없음,슬픔,슬픔,SAD,앞으로의 진로가 걱정돼. 회사 일에도 집중을 못 하겠어. 앞으로 어떻게 해야 할까?,Pro_03791,Pro_03791_00021,E20,S06_D02,SAD,False,missing-fatigue-keyword
train-028920,train,청년,남성,대인관계,해당없음,분노,안달하는,ANXIOUS,좋아하는 사람이 생겨서 친해지고 싶은데 그 사람은 이미 친한 남자들이 많은 것 같아. 어떡할지 모르겠는데 마음만 조급해져. 아니. 잘 모르겠어. 아무래도 관심사를 파악하고 더 친해지려고 노력해야겠어.,Pro_03547,Pro_03547_00019,E16,S04_D02,ANXIOUS,False,missing-fatigue-keyword
train-006160,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,편안한,CALM,이제 퇴직이 얼마 남지 않아 많이 편안해졌어. 쉼 없이 달려온 것 같아. 이제 나를 위한 시간을 보내고 싶어.,Pro_07194,Pro_07194_00009,E63,S08_D02,CALM,False,missing-fatigue-keyword
train-029172,train,청소년,여성,가족관계,해당없음,기쁨,감사하는,HAPPY,아버지가 병이 낫게 되어 퇴원하실 수 있게 되어서 너무 감사해. 다시는 아프시지 않게 곁에서 잘 보살펴 드릴꺼야.,Pro_01672,Pro_01672_00008,E61,S01_D02,HAPPY,False,missing-fatigue-keyword
train-018822,train,청소년,여성,학업 및 진로,해당없음,불안,회의적인,ANXIOUS,우리들을 대학에 가게 한 건 학교지 우리 자신이 아니야. 우리는 학교의 노예 같아. 우리가 꿈을 꿀 시간은 주지 않고 무조건 좋은 대학에 가도록 유도했어. 정말 너무해. 내가 스스로 내 시간을 확보하겠어. 학교가 바라는 대로가 아닌 내 진로는 내가 결정해!,Pro_01767,Pro_01767_00038,E36,S02_D02,ANXIOUS,False,missing-fatigue-keyword
train-007525,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,툴툴대는,ANGRY,사장님이 자꾸 기존 업무 외에 급한 일이라며 다른 일까지 처리해달라고 해서 짜증 나. 한 두 번이면 모르겠는데 반복되다 보니 매번 퇴근 시간도 늦어져서 문제네. 아무래도 사장님께 업무 외 일은 시키지 말아 달라고 말씀을 드려야겠어.,Pro_08942,Pro_08942_00009,E11,S10_D02,ANGRY,False,missing-fatigue-keyword
train-041196,train,노년,여성,재정,만성질환 무,분노,안달하는,ANXIOUS,아무리 회사 다닐 때 중역이라고 해도 자신을 인정 못 하고 있는 모습을 보면 속이 상해. 남편 말이지. 과거를 잊어버리고 현실에 맞게 앞을 내다보는 미래가 보여야 할 텐데. 할 일도 없고 받아주는 데도 없으니 현실이 너무 안타까워.,Pro_12427,Pro_12427_00019,E16,S13_D02,ANXIOUS,False,missing-fatigue-keyword
train-025210,train,노년,여성,대인관계,만성질환 유,슬픔,실망한,SAD,어릴 적 한 약속으로 동창들과 여행을 가기로 했는데 관절염이 심해져서 나만 빠지게 되었어. 너무 실망스러워. 동창들도 실망한 나를 보고 걱정이 됐나 봐. 다들 슬퍼해. 슬프지만 내가 먼저 잘 다녀오라고 하는 게 좋을 거 같아.,Pro_11292,Pro_11292_00008,E21,S04_D01,SAD,False,missing-fatigue-keyword
train-035564,train,청소년,여성,가족관계,해당없음,당황,남의 시선을 의식하는,ANXIOUS,내가 청각장애인이라고 남들 시선 신경쓰면서 가족들이 나를 피해. 나도 남들 시선을 신경쓰게 되고 위축되는 것 같아. 요샌 정말 밖에 홀로 나가지도 못할 정도야. 음. 타인의 시선이 어떻든 가족들은 나를 지지해주고 북돋아줬으면 좋겠다는 말을 듣고 싶다고 말하고 싶어.,Pro_01663,Pro_01663_00009,E52,S01_D02,ANXIOUS,False,missing-fatigue-keyword
train-030780,train,노년,남성,재정,만성질환 유,기쁨,안도,CALM,이제야 안도가 돼. 재정이 안정화되었어.,Pro_10858,Pro_10858_00010,E67,S13_D01,CALM,False,missing-fatigue-keyword
train-025752,train,노년,여성,"건강,죽음",만성질환 무,기쁨,신이 난,HAPPY,일흔의 나이까지 건강하게 살고 있는 나에게 자식들이 여행을 보내줬어. 오랜만에 여행을 와서 신이 났어. 너무 기뻐. 여행 계획을 세워서 여행을 알차게 보내야겠어.,Pro_12239,Pro_12239_00018,E68,S11_D02,HAPPY,False,missing-fatigue-keyword
train-045029,train,청년,남성,대인관계,해당없음,분노,방어적인,ANGRY,살이 많이 찐 이후 아내와 관계가 예전과 달라. 나를 자꾸 다른 남자와 비교해서 화가 나. 스트레스로 인해 자꾸 먹어대는 나 자신이 한심해. 태생적으로 몸이 좋은 남자를 보면 짜증 나. 아내의 잔소리가 줄면 스트레스도 줄어들 거야. 그러면 자연스레 먹는 양도 줄겠지.,Pro_03545,Pro_03545_00012,E14,S04_D02,ANGRY,False,missing-fatigue-keyword
train-003527,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,신이 난,HAPPY,축하해줘! 드디어 솔로 탈출이야. 맞아. 지금 난 흥분 된 상태야. 나에게 남자친구가 생기다니!,Pro_05279,Pro_05279_00039,E68,S05_D02,HAPPY,False,missing-fatigue-keyword
train-019801,train,중년,남성,건강,해당없음,상처,희생된,TIRED,밤새웠더니 머리부터 발끝까지 온 몸이 아파. 중요한 사업 계획서를 오늘 아침까지 작성해야 했거든. 그래서 너무 피곤하고 힘들어. 오늘 오후에는 휴가를 내고 병원 다녀와서 쉬어야겠어.,Pro_07297,Pro_07297_00009,E46,S09_D02,SAD,True,fatigue+physical-context
train-019294,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,성가신,ANGRY,폐업신고를 해야 하는데 남편이 모두 나에게 떠넘겨서 짜증나 죽겠네. 남편은 사업이 망했다고 낙심하고 자리에 누워버려서 아무것도 안 하려고 하니. 나도 짜증나지만 남편을 위로해서 다시 힘낼 수 있게 해야겠지.,Pro_08710,Pro_08710_00025,E19,S08_D02,ANGRY,False,missing-fatigue-keyword
train-002178,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,흥분,HAPPY,드디어 내가 응원하던 커플이 결혼까지 골인했다! 아이 태어나면 내가 대모 해주고 싶고 그냥 다 잘해주고 싶고 막 그래.,Pro_05276,Pro_05276_00026,E65,S05_D02,HAPPY,False,missing-fatigue-keyword
train-035214,train,노년,여성,"건강,죽음",만성질환 무,상처,억울한,ANGRY,내가 성폭행을 당했는데 사람들은 불쾌해하며 믿지 않아. 내가 노인이어서 피해자가 될 수 없을 거라고 생각하나 봐. 가족들과 만나서 상의한 다음에 경찰서라도 가 볼래.,Pro_12218,Pro_12218_00038,E47,S11_D02,ANGRY,False,missing-fatigue-keyword
train-001084,train,노년,남성,대인관계,만성질환 무,기쁨,신이 난,HAPPY,딸아이가 취업 후 첫 월급으로 내게 선물을 줘서 기쁘다. 응. 그것도 비싼 선물이야. 고급 지갑을 선물 받았어.,Pro_09839,Pro_09839_00003,E68,S04_D02,HAPPY,False,missing-fatigue-keyword
train-012242,train,청년,여성,"연애,결혼,출산",해당없음,불안,걱정스러운,ANXIOUS,결혼한 지 오 년이 다 됐는데 아직 아기가 없어서 걱정이야. 응. 남편도 나도 얼른 아기를 갖고 싶어. 건강관리를 조금 더 열심히 해봐야지.,Pro_05248,Pro_05248_00007,E37,S05_D02,ANXIOUS,False,missing-fatigue-keyword
train-011913,train,청년,여성,"진로,취업,직장",해당없음,기쁨,감사하는,HAPPY,드디어 취업에 성공했어! 도와주신 선배께 고맙다고 인사를 드려야겠다. 응. 자기소개서부터 면접 준비까지 먼저 취직한 선배한테 도움받으니까 정말 좋더라. 선배가 좋아하는 밥집에 같이 가려고. 취업 기념으로 밥이라도 크게 사야지.,Pro_05392,Pro_05392_00011,E61,S06_D02,HAPPY,False,missing-fatigue-keyword
train-018104,train,중년,남성,"직장, 업무 스트레스",해당없음,상처,억울한,ANGRY,회사에서 유급휴가로 직원들을 차별해. 누군 돈 받으면서 쉬고. 누군 못 쉬고. 나도 돈 받으면서 쉬었으면 정말 좋겠다.,Pro_07418,Pro_07418_00021,E47,S10_D02,ANGRY,False,missing-fatigue-keyword
train-034665,train,노년,여성,대인관계,만성질환 유,불안,혼란스러운,ANXIOUS,요즘 근심이 많은 거 같아. 박 씨가 암에 걸려서 자식들이랑 연락을 끊었다네. 나도 만성질환이 있는데 이런 일이 생길까 봐 걱정이 돼.,Pro_11305,Pro_11305_00042,E34,S04_D01,ANXIOUS,False,missing-fatigue-keyword
train-034293,train,청년,남성,"진로,취업,직장",해당없음,분노,악의적인,ANGRY,취업이 안 되는 걸로 놀리는 친구 화가 나서 연락 차단해버렸어. 안 그래도 스트레스받는데 왜 주변에서 굳이 놀리는 걸까? 나가서 맥주 한잔하고 와야겠어. 그럼 스트레스가 풀릴 거 같아.,Pro_03786,Pro_03786_00031,E15,S06_D02,ANGRY,False,missing-fatigue-keyword
train-048356,train,청소년,여성,학업 및 진로,해당없음,당황,고립된,TIRED,잠을 못 잤더니 피곤해 죽겠어. 어제도 밤새 핸드폰 게임을 했거든. 게임을 너무 많이 해서 성적도 떨어져. 벌 받는 건가 봐. 일정 시간이 지나면 핸드폰을 잠그는 애플리케이션이 있대. 그거라도 써 볼까 싶어.,Pro_01782,Pro_01782_00023,E51,S02_D02,SAD,True,fatigue+physical-context
train-029964,train,중년,여성,건강,해당없음,분노,좌절한,TIRED,너무 피곤하고 의욕이 없어서 일을 할 수가 없어. 우선 좀 쉬면서 하고 싶은걸 해보도록 노력해보려구.,Pro_08823,Pro_08823_00021,E12,S09_D02,SAD,True,fatigue+physical-context
train-037819,train,청소년,남성,학교폭력/따돌림,해당없음,분노,툴툴대는,ANGRY,학교에서 어떤 친구가 나보고 청소도구함에 대걸레 안 넣었다고 참견을 하지 뭐야. 잔소리 듣지 않으려면 정리를 잘 해야겠어.,Pro_00302,Pro_00302_00035,E11,S03_D02,ANGRY,False,missing-fatigue-keyword
train-034445,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,안도,CALM,남편이 회사에서 바람을 피운다는 게 잘못된 정보라서 안심이야. 잘 알지도 못하면서 거짓 정보를 줘서 정말 불안했거든. 그동안 남편을 의심해서 미안했는데 오늘은 맛있는 저녁을 준비해야겠어.,Pro_08638,Pro_08638_00007,E67,S07_D02,CALM,False,missing-fatigue-keyword
train-044380,train,청소년,남성,가족관계,해당없음,슬픔,비통한,SAD,다쳐서 수술해야 하는데 엄마 혼자 날 키우셔서 형편이 어려워 착잡해서 눈물만 나. 엄마한테 아프다고 말도 못 하겠어. 진짜 짜증 나고 눈물 나. 수술비가 너무 많이 나올 거 같아. 그래도 엄마한테 이야기해야겠어.,Pro_00073,Pro_00073_00006,E22,S01_D02,SAD,False,missing-fatigue-keyword
train-043337,train,노년,남성,"건강,죽음",만성질환 유,슬픔,실망한,TIRED,몸이 예전 같지 않아 조금만 움직여도 피곤해. 나만 쳐다보고 있는 식구들 먹여 살려야 해서 힘들어도 나가야 해. 자식들이 조금만 도와줘도 한결 짐을 덜 수 있을 텐데.,Pro_10572,Pro_10572_00013,E21,S11_D01,SAD,True,fatigue+physical-context
train-022687,train,청년,여성,"진로,취업,직장",해당없음,기쁨,신이 난,HAPPY,혼자서는 심심했는데 이제 동아리를 만들어서 같이 할 사람들이 생겨서 기뻐. 직장 동료들과 동아리를 만들었거든. 제대로 된 합주실만 있으면 좋겠어. 대학 친구가 관련된 일을 하는데 물어보는 게 좋을 것 같아.,Pro_05399,Pro_05399_00042,E68,S06_D02,HAPPY,False,missing-fatigue-keyword
train-049058,train,청소년,남성,가족관계,해당없음,상처,충격 받은,SAD,나는 부모님의 지나친 간섭이 스트레스야. 우리 부모님은 간섭이 너무 심하셔. 앞으로도 벗어날 수 없으면 어떡하지? 부모님께 지나친 간섭이 너무 스트레스라고 말씀드려야겠어.,Pro_00095,Pro_00095_00004,E44,S01_D02,SAD,False,missing-fatigue-keyword
train-016015,train,청년,남성,"진로,취업,직장",해당없음,상처,버려진,SAD,내가 제안한 프로젝트가 나를 빼고 진행되었어. 내가 제안을 했는데 어떻게 나를 빼고 일을 진행할 수 있지? 이해가 안 가. 회사에 항의를 해봐야겠어.,Pro_03820,Pro_03820_00007,E49,S06_D02,SAD,False,missing-fatigue-keyword
train-012146,train,청년,여성,"연애,결혼,출산",해당없음,불안,당혹스러운,ANXIOUS,아이 키우는 것이 이렇게 어려운 것인 줄 몰랐어. 다들 하는 것인데 나만 어려워하는 것일까? 밤낮이 없다는 거.,Pro_05246,Pro_05246_00027,E35,S05_D02,ANXIOUS,False,missing-fatigue-keyword
train-011714,train,청년,남성,"진로,취업,직장",해당없음,기쁨,신이 난,HAPPY,원하던 직장에 취업했어. 오랫동안 노력한 결과라서 기분이 좋아.,Pro_03839,Pro_03839_00021,E68,S06_D02,HAPPY,False,missing-fatigue-keyword
train-047383,train,중년,여성,건강,해당없음,슬픔,염세적인,SAD,내가 유방암이라니 살면서 뼈 빠지게 일 한 기억밖에 없는데 왜 내가 이런 병에 걸린 걸까. 수술도 무섭고 왜 나한테 이런 일이 생긴 건지 모르겠어. 난 여자로서 끝이야. 가족들은 내가 이렇게 힘든 줄 모르는 거 같아. 내가 얼마나 힘든지 이야기를 나눠봐야겠어.,Pro_08837,Pro_08837_00009,E26,S09_D02,SAD,False,missing-fatigue-keyword
train-033385,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,신뢰하는,CALM,이직하고 싶은데 잘 될까? 우리 회사 좋긴 한데 업무 스트레스가 많아서. 좀 규모가 작아도 서로 신뢰할 수 있고 업무 스트레스가 좀 적은 곳이면 좋겠어.,Pro_07433,Pro_07433_00015,E62,S10_D02,CALM,False,missing-fatigue-keyword
train-017378,train,노년,남성,"건강,죽음",만성질환 무,상처,억울한,ANGRY,안경점에서 맞춘 안경이 돋보기안경인데 눈이 콩알 만해져서 우스꽝스러워. 난 노안이 아닌데 말이야. 내 눈이 그 정도는 아닌 것 같은데 왜 돋보기안경으로 보냈을까? 안경점에 가서 왜 돋보기 안경으로 보냈는지 자세히 이유를 들어봐야겠어.,Pro_10658,Pro_10658_00007,E47,S11_D02,ANGRY,False,missing-fatigue-keyword
train-013076,train,청년,여성,"진로,취업,직장",해당없음,당황,외로운,SAD,팀 내에서 나를 은근 따돌리는 것 같아. 너무 힘들어 대놓고 따돌리지는 않지만 은근히 나를 피하는 게 느껴져. 팀원들에게 먼저 다가가거나 친해지려고 노력을 해봐야겠어.,Pro_05384,Pro_05384_00030,E53,S06_D02,SAD,False,missing-fatigue-keyword
train-010830,train,청소년,여성,학업 및 진로,해당없음,기쁨,신뢰하는,CALM,선생님께 진로 상담을 받았어. 선생님이 내 진로에 대한 고민을 잘 들어 주셨어. 선생님과 상담하니 마음이 편안해졌어.,Pro_01793,Pro_01793_00010,E62,S02_D02,CALM,False,missing-fatigue-keyword
train-021219,train,청소년,여성,학업 및 진로,해당없음,슬픔,우울한,SAD,저번 학기 때보다 성적이 떨어져서 선생님한테 한소리 들었어. 많이 안 좋지. 근데 내가 점수 못 맞고 싶어서 그런 것도 아니고 선생님도 너무한 것 같아. 앞으로는 야간 자율 학습 시간에 딴짓 그만 하고 공부를 열심히 해야겠어.,Pro_01755,Pro_01755_00020,E24,S02_D02,SAD,False,missing-fatigue-keyword
train-047828,train,청년,여성,대인관계,해당없음,불안,회의적인,TIRED,오늘 또 남편이랑 아이가 싸우는데 난 지치고 무기력해서 아무 말도 못 했어. 내가 중재하고 싶은데 그게 마음처럼 되지 않아. 먼저 아이와 둘이 대화를 좀 해봐야겠어.,Pro_05127,Pro_05127_00020,E36,S04_D02,ANXIOUS,True,fatigue+physical-context
train-036182,train,청소년,여성,학교폭력/따돌림,해당없음,기쁨,신뢰하는,CALM,교내폭력을 당하는 사실을 선생님께 얘기해드렸는데 신뢰감이 들었어. 스승님이 나에게 피해가 없게 해결해주셨어. 그래서 고마운 마음을 전하려고 해. 직접 말하기는 창피해서 편지로 전하고 싶어.,Pro_01913,Pro_01913_00001,E62,S03_D02,CALM,False,missing-fatigue-keyword
train-034732,train,노년,여성,"건강,죽음",만성질환 무,슬픔,염세적인,SAD,내 하루는 시계만 쳐다보다가 끝나. 할 일이 없어 매일 반복되는 일상이 재미가 없어. 새로운 취미를 가져볼까? 이 씨 할머니는 손자를 줄 스웨터를 뜨고 있다던데 나도 배워볼까?,Pro_12197,Pro_12197_00029,E26,S11_D02,SAD,False,missing-fatigue-keyword
train-015491,train,노년,여성,대인관계,만성질환 무,불안,조심스러운,TIRED,나는 몸이 아프지는 않은데 대신 사람들과의 관계에서 너무 스트레스 받아. 사람들과의 관계에서 생기는 소소한 갈등이 나한테는 너무 큰 스트레스야. 좋은 관계를 유지해야 한다는 강박감도 있거든. 이제는 좀 내려놓아야겠어. 모든 관계를 유지하다 보니 스스로 지치고 힘든 것 같아.,Pro_11369,Pro_11369_00005,E38,S04_D02,ANXIOUS,True,fatigue+physical-context
